#Gene with GO attribute	Gene weight
FSD1	1
FSHB	1
FSHR	1
FST	1
FSTL1	1
FSTL3	1
FSTL4	1
FSTL5	1
FTCD	1
FTH1	1
FTHL17	1
FTL	1
FTMT	1
FTO	1
FTSJ1	1
FTSJ2	1
FTSJ3	1
FUBP1	1
FUBP3	1
FUCA1	1
FUCA2	1
FUK	1
FUNDC1	1
FUNDC2	1
FUOM	1
FURIN	1
FUS	1
FUT1	1
FUT10	1
FUT11	1
FUT2	1
FUT3	1
FUT4	1
FUT5	1
FUT6	1
FUT7	1
FUT8	1
FUT9	1
FUZ	1
FXN	1
FXR1	1
FXR2	1
FXYD1	1
FXYD2	1
FXYD3	1
FXYD4	1
FXYD5	1
FXYD6	1
FXYD7	1
FYB	1
FYCO1	1
FYN	1
FYTTD1	1
FZD1	1
FZD10	1
FZD2	1
FZD3	1
FZD4	1
FZD5	1
FZD6	1
FZD7	1
FZD8	1
FZD9	1
FZR1	1
G0S2	1
G2E3	1
G3BP1	1
G3BP2	1
G6PC	1
G6PC2	1
G6PC3	1
G6PD	1
GAA	1
GAB1	1
GAB2	1
GAB3	1
GAB4	1
GABARAP	1
GABARAPL1	1
GABARAPL2	1
GABARAPL3	1
GABBR1	1
GABBR2	1
GABPA	1
GABPB1	1
GABPB2	1
GABRA1	1
GABRA2	1
GABRA3	1
GABRA4	1
GABRA5	1
GABRA6	1
GABRB1	1
GABRB2	1
GABRB3	1
GABRD	1
GABRE	1
GABRG1	1
GABRG2	1
GABRG3	1
GABRP	1
GABRQ	1
GABRR1	1
GABRR2	1
GAD1	1
GAD2	1
GADD45A	1
GADD45B	1
GADD45G	1
GADD45GIP1	1
GADL1	1
GAGE1	1
GAGE2D	1
GAK	1
GAL	1
GAL3ST1	1
GAL3ST2	1
GAL3ST3	1
GAL3ST4	1
GALC	1
GALE	1
GALK1	1
GALK2	1
GALM	1
GALNS	1
GALNT1	1
GALNT10	1
GALNT11	1
GALNT12	1
GALNT13	1
GALNT14	1
GALNT15	1
GALNT16	1
GALNT18	1
GALNT2	1
GALNT3	1
GALNT4	1
GALNT5	1
GALNT6	1
GALNT7	1
GALNT8	1
GALNT9	1
GALNTL5	1
GALNTL6	1
GALP	1
GALR1	1
GALR2	1
GALR3	1
GALT	1
GAMT	1
GAN	1
GANAB	1
GANC	1
GAP43	1
GAPDH	1
GAPDHS	1
GAPT	1
GAPVD1	1
GAR1	1
GAREM	1
GAREML	1
GARNL3	1
GARS	1
GART	1
GAS1	1
GAS2	1
GAS2L1	1
GAS2L2	1
GAS2L3	1
GAS6	1
GAS7	1
GAS8	1
GAST	1
GATA1	1
GATA2	1
GATA3	1
GATA4	1
GATA5	1
GATA6	1
GATAD1	1
GATAD2A	1
GATAD2B	1
GATC	1
GATM	1
GBA	1
GBA2	1
GBAS	1
GBE1	1
GBF1	1
GBGT1	1
GBP	1
GBP1	1
GBP2	1
GBP3	1
GBP4	1
GBP5	1
GBP6	1
GBP7	1
GBX1	1
GBX2	1
GC	1
GCA	1
GCAT	1
GCC1	1
GCC2	1
GCDH	1
GCFC2	1
GCG	1
GCGR	1
GCH1	1
GCHFR	1
GCK	1
GCKR	1
GCLC	1
GCLM	1
GCM1	1
GCM2	1
GCN1L1	1
GCNT1	1
GCNT2	1
GCNT3	1
GCNT4	1
GCNT6	1
GCNT7	1
GCSAM	1
GCSH	1
GDA	1
GDAP1	1
GDAP2	1
GDE1	1
GDF1	1
GDF10	1
GDF11	1
GDF15	1
GDF2	1
GDF3	1
GDF5	1
GDF5OS	1
GDF6	1
GDF7	1
GDF9	1
GDI1	1
GDI2	1
GDNF	1
GDPD1	1
GDPD2	1
GDPD3	1
GDPD4	1
GDPD5	1
GDPGP1	1
GEM	1
GEMIN2	1
GEMIN4	1
GEMIN5	1
GEMIN6	1
GEMIN7	1
GEMIN8	1
GEN1	1
GET4	1
GFAP	1
GFER	1
GFI1	1
GFI1B	1
GFM1	1
GFM2	1
GFOD1	1
GFOD2	1
GFPT1	1
GFPT2	1
GFRA1	1
GFRA2	1
GFRA3	1
GFRA4	1
GFRAL	1
GGA1	1
GGA2	1
GGA3	1
GGACT	1
GGCT	1
GGCX	1
GGH	1
GGN	1
GGNBP1	1
GGNBP2	1
GGPS1	1
GGT1	1
GGT2	1
GGT5	1
GGT6	1
GGT7	1
GGTLC1	1
GGTLC2	1
GGTLC3	1
GH1	1
GH2	1
GHDC	1
GHITM	1
GHR	1
GHRH	1
GHRHR	1
GHRL	1
GHSR	1
GID8	1
GIF	1
GIGYF1	1
GIGYF2	1
GIMAP1	1
GIMAP2	1
GIMAP4	1
GIMAP5	1
GIMAP6	1
GIMAP7	1
GIMAP8	1
GIN1	1
GINM1	1
GINS1	1
GINS2	1
GINS3	1
GINS4	1
GIP	1
GIPC1	1
GIPC2	1
GIPR	1
GIT1	1
GIT2	1
GJA1	1
GJA10	1
GJA3	1
GJA4	1
GJA5	1
GJA8	1
GJA9	1
GJB1	1
GJB2	1
GJB3	1
GJB4	1
GJB5	1
GJB6	1
GJB7	1
GJC1	1
GJC2	1
GJC3	1
GJD2	1
GJD3	1
GJD4	1
GJE1	1
GK	1
GK2	1
GK5	1
GKAP1	1
GKN1	1
GKN2	1
GLA	1
GLB1	1
GLB1L	1
GLB1L2	1
GLB1L3	1
GLCCI1	1
GLCE	1
GLDC	1
GLDN	1
GLE1	1
GLG1	1
GLI1	1
GLI2	1
GLI3	1
GLI4	1
GLIPR1	1
GLIPR1L1	1
GLIPR1L2	1
GLIPR2	1
GLIS1	1
GLIS2	1
GLIS3	1
GLMN	1
GLO1	1
GLOD4	1
GLP1R	1
GLP2R	1
GLRA1	1
GLRA2	1
GLRA3	1
GLRA4	1
GLRB	1
GLRX	1
GLRX2	1
GLRX3	1
GLRX5	1
GLS	1
GLS2	1
GLT1D1	1
GLT6D1	1
GLT8D1	1
GLT8D2	1
GLTP	1
GLTPD1	1
GLTPD2	1
GLTSCR1	1
GLTSCR2	1
GLUD1	1
GLUD2	1
GLUL	1
GLYAT	1
GLYATL1	1
GLYATL2	1
GLYATL3	1
GLYCTK	1
GLYR1	1
GM2A	1
GMCL1	1
GMDS	1
GMEB1	1
GMEB2	1
GMFB	1
GMFG	1
GMIP	1
GML	1
GMNC	1
GMNN	1
GMPPA	1
GMPPB	1
GMPR	1
GMPR2	1
GMPS	1
GNA11	1
GNA12	1
GNA13	1
GNA14	1
GNA15	1
GNAI1	1
GNAI2	1
GNAI3	1
GNAL	1
GNAO1	1
GNAQ	1
GNAS	1
GNAT1	1
GNAT2	1
GNAT3	1
GNAZ	1
GNB1	1
GNB1L	1
GNB2	1
GNB2L1	1
GNB3	1
GNB4	1
GNB5	1
GNE	1
GNG10	1
GNG11	1
GNG12	1
GNG13	1
GNG2	1
GNG3	1
GNG4	1
GNG5	1
GNG7	1
GNG8	1
GNGT1	1
GNGT2	1
GNL1	1
GNL2	1
GNL3	1
GNL3L	1
GNLY	1
GNMT	1
GNPAT	1
GNPDA1	1
GNPDA2	1
GNPNAT1	1
GNPTAB	1
GNPTG	1
GNRH1	1
GNRH2	1
GNRHR	1
GNS	1
GOLGA1	1
GOLGA2	1
GOLGA3	1
GOLGA4	1
GOLGA5	1
GOLGA6A	1
GOLGA6B	1
GOLGA6C	1
GOLGA6D	1
GOLGA7	1
GOLGA7B	1
GOLGA8A	1
GOLGA8B	1
GOLGA8F	1
GOLGA8G	1
GOLGA8H	1
GOLGA8I	1
GOLGA8J	1
GOLGA8K	1
GOLGA8M	1
GOLGA8N	1
GOLGA8O	1
GOLGA8R	1
GOLGB1	1
GOLIM4	1
GOLM1	1
GOLPH3	1
GOLPH3L	1
GOLT1A	1
GOLT1B	1
GON4L	1
GOPC	1
GORAB	1
GORASP1	1
GORASP2	1
GOSR1	1
GOSR2	1
GOT1	1
GOT1L1	1
GOT2	1
GP1BA	1
GP1BB	1
GP2	1
GP5	1
GP6	1
GP9	1
GPA33	1
GPAA1	1
GPAM	1
GPANK1	1
GPAT2	1
GPATCH1	1
GPATCH11	1
GPATCH2	1
GPATCH2L	1
GPATCH3	1
GPATCH4	1
GPATCH8	1
GPBAR1	1
GPBP1	1
GPBP1L1	1
GPC1	1
GPC2	1
GPC3	1
GPC4	1
GPC5	1
GPC6	1
GPCPD1	1
GPD1	1
GPD1L	1
GPD2	1
GPER1	1
GPHA2	1
GPHN	1
GPI	1
GPIHBP1	1
GPKOW	1
GPLD1	1
GPM6A	1
GPM6B	1
GPN1	1
GPN2	1
GPN3	1
GPNMB	1
GPR1	1
GPR101	1
GPR107	1
GPR108	1
GPR110	1
GPR111	1
GPR112	1
GPR113	1
GPR114	1
GPR115	1
GPR116	1
GPR119	1
GPR12	1
GPR123	1
GPR124	1
GPR125	1
GPR126	1
GPR128	1
GPR132	1
GPR133	1
GPR135	1
GPR137	1
GPR137B	1
GPR137C	1
GPR139	1
GPR141	1
GPR142	1
GPR143	1
GPR144	1
GPR146	1
GPR148	1
GPR149	1
GPR15	1
GPR150	1
GPR151	1
GPR152	1
GPR153	1
GPR155	1
GPR156	1
GPR157	1
GPR158	1
GPR160	1
GPR161	1
GPR162	1
GPR17	1
GPR171	1
GPR173	1
GPR174	1
GPR176	1
GPR179	1
GPR18	1
GPR180	1
GPR182	1
GPR183	1
GPR19	1
GPR20	1
GPR21	1
GPR22	1
GPR25	1
GPR26	1
GPR27	1
GPR3	1
GPR31	1
GPR32	1
GPR34	1
GPR35	1
GPR37	1
GPR37L1	1
GPR39	1
GPR4	1
GPR42	1
GPR45	1
GPR50	1
GPR52	1
GPR55	1
GPR56	1
GPR6	1
GPR61	1
GPR62	1
GPR63	1
GPR64	1
GPR65	1
GPR68	1
GPR75	1
GPR75-ASB3	1
GPR78	1
GPR82	1
GPR83	1
GPR84	1
GPR85	1
GPR87	1
GPR88	1
GPR89A	1
GPR89B	1
GPR89C	1
GPR97	1
GPR98	1
GPRASP1	1
GPRASP2	1
GPRC5A	1
GPRC5B	1
GPRC5C	1
GPRC5D	1
GPRC6A	1
GPRIN1	1
GPRIN2	1
GPS1	1
GPS2	1
GPSM1	1
GPSM2	1
GPSM3	1
GPT	1
GPT2	1
GPX1	1
GPX2	1
GPX3	1
GPX4	1
GPX5	1
GPX6	1
GPX7	1
GPX8	1
GRAMD1A	1
GRAMD1B	1
GRAMD1C	1
GRAMD2	1
GRAMD3	1
GRAMD4	1
GRAP	1
GRAP2	1
GRASP	1
GRB10	1
GRB14	1
GRB2	1
GRB7	1
GREB1	1
GREB1L	1
GREM1	1
GREM2	1
GRHL1	1
GRHL2	1
GRHL3	1
GRHPR	1
GRIA1	1
GRIA2	1
GRIA3	1
GRIA4	1
GRID1	1
GRID2	1
GRID2IP	1
GRIK1	1
GRIK2	1
GRIK3	1
GRIK4	1
GRIK5	1
GRIN1	1
GRIN2A	1
GRIN2B	1
GRIN2C	1
GRIN2D	1
GRIN3A	1
GRIN3B	1
GRINA	1
GRIP1	1
GRIPAP1	1
GRK1	1
GRK4	1
GRK5	1
GRK6	1
GRK7	1
GRM1	1
GRM2	1
GRM3	1
GRM4	1
GRM5	1
GRM6	1
GRM7	1
GRM8	1
GRN	1
GRP	1
GRPEL1	1
GRPEL2	1
GRPR	1
GRSF1	1
GRTP1	1
GRWD1	1
GRXCR1	1
GRXCR2	1
GSAP	1
GSC	1
GSC2	1
GSDMA	1
GSDMB	1
GSDMC	1
GSDMD	1
GSE1	1
GSG1	1
GSG1L	1
GSG2	1
GSK3A	1
GSK3B	1
GSKIP	1
GSN	1
GSPT1	1
GSPT2	1
GSR	1
GSS	1
GSTA1	1
GSTA2	1
GSTA3	1
GSTA4	1
GSTA5	1
GSTCD	1
GSTK1	1
GSTM1	1
GSTM2	1
GSTM3	1
GSTM4	1
GSTM5	1
GSTO1	1
GSTO2	1
GSTP1	1
GSTT1	1
GSTT2	1
GSTT2B	1
GSTZ1	1
GSX1	1
GSX2	1
GTDC1	1
GTF2A1	1
GTF2A1L	1
GTF2A2	1
GTF2B	1
GTF2E1	1
GTF2E2	1
GTF2F1	1
GTF2F2	1
GTF2H1	1
GTF2H2	1
GTF2H2C	1
GTF2H2D	1
GTF2H3	1
GTF2H4	1
GTF2H5	1
GTF2I	1
GTF2IRD1	1
GTF2IRD2	1
GTF2IRD2B	1
GTF3A	1
GTF3C1	1
GTF3C2	1
GTF3C3	1
GTF3C4	1
GTF3C5	1
GTF3C6	1
GTPBP1	1
GTPBP10	1
GTPBP2	1
GTPBP3	1
GTPBP4	1
GTPBP6	1
GTPBP8	1
GTSE1	1
GTSF1	1
GTSF1L	1
GUCA1	1
GUCA1A	1
GUCA1B	1
GUCA1C	1
GUCA2A	1
GUCA2B	1
GUCY1A2	1
GUCY1A3	1
GUCY1B3	1
GUCY2C	1
GUCY2D	1
GUCY2F	1
GUF1	1
GUK1	1
GULP1	1
GUSB	1
GXYLT1	1
GXYLT2	1
GYG1	1
GYG2	1
GYLTL1B	1
GYPA	1
GYPB	1
GYPC	1
GYPE	1
GYS1	1
GYS2	1
GZF1	1
GZMA	1
GZMB	1
GZMH	1
GZMK	1
GZMM	1
H1F0	1
H1FNT	1
H1FOO	1
H1FX	1
H2AFB1	1
H2AFB2	1
H2AFB3	1
H2AFJ	1
H2AFV	1
H2AFX	1
H2AFY	1
H2AFY2	1
H2AFZ	1
H2BFM	1
H2BFWT	1
H3F3A	1
H3F3B	1
H3F3C	1
H6PD	1
HAAO	1
HABP2	1
HABP4	1
HACE1	1
HACL1	1
HADH	1
HADHA	1
HADHB	1
HAGH	1
HAGHL	1
HAL	1
HAMP	1
HAND1	1
HAND2	1
HAO1	1
HAO2	1
HAP1	1
HAPLN1	1
HAPLN2	1
HAPLN3	1
HAPLN4	1
HARBI1	1
HARS	1
HARS2	1
HAS1	1
HAS2	1
HAS3	1
HAT1	1
HAUS1	1
HAUS2	1
HAUS3	1
HAUS4	1
HAUS5	1
HAUS6	1
HAUS7	1
HAUS8	1
HAVCR1	1
HAVCR2	1
HAX1	1
HBA1	1
HBA2	1
HBB	1
HBD	1
HBE1	1
HBEGF	1
HBG1	1
HBG2	1
HBM	1
HBP1	1
HBQ1	1
HBS1L	1
HBZ	1
HCAR1	1
HCAR2	1
HCAR3	1
HCCS	1
HCFC1	1
HCFC1R1	1
HCFC2	1
HCK	1
HCLS1	1
HCN1	1
HCN2	1
HCN3	1
HCN4	1
HCRT	1
HCRTR1	1
HCRTR2	1
HCST	1
HDAC1	1
HDAC10	1
HDAC11	1
HDAC2	1
HDAC3	1
HDAC4	1
HDAC5	1
HDAC6	1
HDAC7	1
HDAC8	1
HDAC9	1
HDC	1
HDDC2	1
HDDC3	1
HDGF	1
HDGFL1	1
HDHD1	1
HDHD2	1
HDHD3	1
HDLBP	1
HDX	1
HEATR1	1
HEATR2	1
HEATR5B	1
HEATR6	1
HEBP1	1
HEBP2	1
HECA	1
HECTD1	1
HECTD2	1
HECTD3	1
HECTD4	1
HECW1	1
HECW2	1
HEG1	1
HELB	1
HELLS	1
HELQ	1
HELT	1
HELZ	1
HELZ2	1
HEMGN	1
HEMK1	1
HENMT1	1
HEPACAM	1
HEPACAM2	1
HEPH	1
HEPHL1	1
HEPN1	1
HERC1	1
HERC2	1
HERC3	1
HERC4	1
HERC5	1
HERC6	1
HERPUD1	1
HERPUD2	1
HES1	1
HES2	1
HES3	1
HES4	1
HES5	1
HES6	1
HES7	1
HESX1	1
HEXA	1
HEXB	1
HEXDC	1
HEXIM1	1
HEXIM2	1
HEY1	1
HEY2	1
HEYL	1
HFE	1
HFE2	1
HFM1	1
HG	1
HGD	1
HGF	1
HGFAC	1
HGS	1
HGSNAT	1
HHAT	1
HHATL	1
HHEX	1
HHIP	1
HHIPL1	1
HHIPL2	1
HHLA1	1
HHLA2	1
HHLA3	1
HI	1
HIAT1	1
HIATL1	1
HIATL2	1
HIBADH	1
HIBCH	1
HIC1	1
HIC2	1
HID1	1
HIF1A	1
HIF1AN	1
HIF3A	1
HIGD1A	1
HIGD1B	1
HIGD1C	1
HIGD2A	1
HIGD2B	1
HILPDA	1
HINFP	1
HINT1	1
HINT2	1
HINT3	1
HIP1	1
HIP1R	1
HIPK1	1
HIPK2	1
HIPK3	1
HIPK4	1
HIRA	1
HIRIP3	1
HIST1H1A	1
HIST1H1B	1
HIST1H1C	1
HIST1H1D	1
HIST1H1E	1
HIST1H1T	1
HIST1H2AA	1
HIST1H2AB	1
HIST1H2AC	1
HIST1H2AD	1
HIST1H2AE	1
HIST1H2AG	1
HIST1H2AH	1
HIST1H2AI	1
HIST1H2AJ	1
HIST1H2AK	1
HIST1H2AL	1
HIST1H2AM	1
HIST1H2BA	1
HIST1H2BB	1
HIST1H2BC	1
HIST1H2BD	1
HIST1H2BE	1
HIST1H2BF	1
HIST1H2BG	1
HIST1H2BH	1
HIST1H2BI	1
HIST1H2BJ	1
HIST1H2BK	1
HIST1H2BL	1
HIST1H2BM	1
HIST1H2BN	1
HIST1H2BO	1
HIST1H3A	1
HIST1H3B	1
HIST1H3C	1
HIST1H3D	1
HIST1H3E	1
HIST1H3F	1
HIST1H3G	1
HIST1H3H	1
HIST1H3I	1
HIST1H3J	1
HIST1H4A	1
HIST1H4B	1
HIST1H4C	1
HIST1H4D	1
HIST1H4E	1
HIST1H4F	1
HIST1H4G	1
HIST1H4H	1
HIST1H4I	1
HIST1H4J	1
HIST1H4K	1
HIST1H4L	1
HIST2H2AA3	1
HIST2H2AA4	1
HIST2H2AB	1
HIST2H2AC	1
HIST2H2BE	1
HIST2H2BF	1
HIST2H3A	1
HIST2H3C	1
HIST2H3D	1
HIST2H4A	1
HIST2H4B	1
HIST3H2A	1
HIST3H2BB	1
HIST3H3	1
HIST4H4	1
HIVEP1	1
HIVEP2	1
HIVEP3	1
HJURP	1
HK1	1
HK2	1
HK3	1
HKDC1	1
HKR1	1
HLA-A	1
HLA-B	1
HLA-C	1
HLA-DMA	1
HLA-DMB	1
HLA-DOA	1
HLA-DOB	1
HLA-DPA1	1
HLA-DPB1	1
HLA-DQA1	1
HLA-DQA2	1
HLA-DQB1	1
HLA-DQB2	1
HLA-DRA	1
HLA-DRB1	1
HLA-DRB3	1
HLA-DRB4	1
HLA-DRB5	1
HLA-E	1
HLA-F	1
HLA-G	1
HLCS	1
HLF	1
HLTF	1
HLX	1
HM13	1
HMBOX1	1
HMBS	1
HMCES	1
HMCN1	1
HMCN2	1
HMG20A	1
HMG20B	1
HMGA1	1
HMGA2	1
HMGB1	1
HMGB2	1
HMGB3	1
HMGB4	1
HMGCL	1
HMGCLL1	1
HMGCR	1
HMGCS1	1
HMGCS2	1
HMGN1	1
HMGN2	1
HMGN3	1
HMGN4	1
HMGN5	1
HMGXB3	1
HMGXB4	1
HMHA1	1
HMHB1	1
HMMR	1
HMOX1	1
HMOX2	1
HMSD	1
HMX1	1
HMX2	1
HMX3	1
HN1	1
HN1L	1
HNF1A	1
HNF1B	1
HNF4A	1
HNF4G	1
HNMT	1
HNRNPA0	1
HNRNPA1	1
HNRNPA1L2	1
HNRNPA2B1	1
HNRNPA3	1
HNRNPAB	1
HNRNPC	1
HNRNPCL1	1
HNRNPD	1
HNRNPDL	1
HNRNPF	1
HNRNPH1	1
HNRNPH2	1
HNRNPH3	1
HNRNPK	1
HNRNPL	1
HNRNPLL	1
HNRNPM	1
HNRNPR	1
HNRNPU	1
HNRNPUL1	1
HNRNPUL2	1
HOGA1	1
HOMER1	1
HOMER2	1
HOMER3	1
HOMEZ	1
HOOK1	1
HOOK2	1
HOOK3	1
HOPX	1
HORMAD1	1
HORMAD2	1
HOXA1	1
HOXA10	1
HOXA11	1
HOXA13	1
HOXA2	1
HOXA3	1
HOXA4	1
HOXA5	1
HOXA6	1
HOXA7	1
HOXA9	1
HOXB1	1
HOXB13	1
HOXB2	1
HOXB3	1
HOXB4	1
HOXB5	1
HOXB6	1
HOXB7	1
HOXB8	1
HOXB9	1
HOXC10	1
HOXC11	1
HOXC12	1
HOXC13	1
HOXC4	1
HOXC5	1
HOXC6	1
HOXC8	1
HOXC9	1
HOXD1	1
HOXD10	1
HOXD11	1
HOXD12	1
HOXD13	1
HOXD3	1
HOXD4	1
HOXD8	1
HOXD9	1
HP	1
HP1BP3	1
HPCA	1
HPCAL1	1
HPCAL4	1
HPD	1
HPDL	1
HPGD	1
HPGDS	1
HPN	1
HPR	1
HPRT1	1
HPS1	1
HPS3	1
HPS4	1
HPS5	1
HPS6	1
HPSE	1
HPSE2	1
HPX	1
HR	1
HRAS	1
HRASLS	1
HRASLS2	1
HRASLS5	1
HRC	1
HRCT1	1
HRG	1
HRH1	1
HRH2	1
HRH3	1
HRH4	1
HRK	1
HRNR	1
HRSP12	1
HS1BP3	1
HS2ST1	1
HS3ST1	1
HS3ST2	1
HS3ST3A1	1
HS3ST3B1	1
HS3ST4	1
HS3ST5	1
HS3ST6	1
HS6ST1	1
HS6ST2	1
HS6ST3	1
HSBP1	1
HSCB	1
HSD11B1	1
HSD11B1L	1
HSD11B2	1
HSD17B1	1
HSD17B10	1
HSD17B11	1
HSD17B12	1
HSD17B13	1
HSD17B14	1
HSD17B2	1
HSD17B3	1
HSD17B4	1
HSD17B6	1
HSD17B7	1
HSD17B8	1
HSD3B1	1
HSD3B2	1
HSD3B7	1
HSDL1	1
HSDL2	1
HSF1	1
HSF2	1
HSF2BP	1
HSF4	1
HSF5	1
HSFX1	1
HSFX2	1
HSFY1	1
HSFY2	1
HSH2D	1
HSP90AA1	1
HSP90AB1	1
HSP90B1	1
HSPA12A	1
HSPA12B	1
HSPA13	1
HSPA14	1
HSPA1A	1
HSPA1B	1
HSPA1L	1
HSPA2	1
HSPA4	1
HSPA4L	1
HSPA5	1
HSPA6	1
HSPA8	1
HSPA9	1
HSPB1	1
HSPB11	1
HSPB2-C11ORF52	1
HSPB3	1
HSPB6	1
HSPB7	1
HSPB8	1
HSPB9	1
HSPBAP1	1
HSPBP1	1
HSPD1	1
HSPE1	1
HSPG2	1
HSPH1	1
HTATIP2	1
HTATSF1	1
HTN1	1
HTN3	1
HTR1A	1
HTR1B	1
HTR1D	1
HTR1E	1
HTR1F	1
HTR2A	1
HTR2B	1
HTR2C	1
HTR3A	1
HTR3B	1
HTR3C	1
HTR3D	1
HTR3E	1
HTR4	1
HTR5A	1
HTR6	1
HTR7	1
HTRA1	1
HTRA2	1
HTRA3	1
HTRA4	1
HTT	1
HUNK	1
HUS1	1
HUS1B	1
HUWE1	1
HVCN1	1
HYAL1	1
HYAL2	1
HYAL3	1
HYAL4	1
HYDIN	1
HYI	1
HYKK	1
HYLS1	1
HYOU1	1
HYPK	1
IAH1	1
IAPP	1
IARS	1
IARS2	1
IBA57	1
IBSP	1
IBTK	1
ICA1	1
ICA1L	1
ICAM1	1
ICAM2	1
ICAM3	1
ICAM4	1
ICAM5	1
ICK	1
ICMT	1
ICOS	1
ICOSLG	1
ICT1	1
ID1	1
ID2	1
ID3	1
ID4	1
IDE	1
IDH1	1
IDH2	1
IDH3A	1
IDH3B	1
IDH3G	1
IDI1	1
IDI2	1
IDNK	1
IDO1	1
IDO2	1
IDS	1
IDUA	1
IER2	1
IER3	1
IER3IP1	1
IFFO1	1
IFFO2	1
IFI16	1
IFI27	1
IFI27L1	1
IFI27L2	1
IFI30	1
IFI35	1
IFI44	1
IFI44L	1
IFI6	1
IFIH1	1
IFIT1	1
IFIT2	1
IFIT3	1
IFIT5	1
IFITM1	1
IFITM10	1
IFITM2	1
IFITM3	1
IFITM5	1
IFLTD1	1
IFNA1	1
IFNA10	1
IFNA14	1
IFNA16	1
IFNA17	1
IFNA2	1
IFNA21	1
IFNA4	1
IFNA5	1
IFNA6	1
IFNA7	1
IFNA8	1
IFNAR1	1
IFNAR2	1
IFNB1	1
IFNE	1
IFNG	1
IFNGR1	1
IFNGR2	1
IFNK	1
IFNL1	1
IFNL2	1
IFNL3	1
IFNLR1	1
IFNW1	1
IFRD1	1
IFRD2	1
IFT122	1
IFT140	1
IFT172	1
IFT20	1
IFT27	1
IFT43	1
IFT46	1
IFT52	1
IFT57	1
IFT74	1
IFT80	1
IFT81	1
IFT88	1
IGBP1	1
IGDCC3	1
IGDCC4	1
IGF1	1
IGF1R	1
IGF2	1
IGF2BP1	1
IGF2BP2	1
IGF2BP3	1
IGF2R	1
IGFALS	1
IGFBP1	1
IGFBP2	1
IGFBP3	1
IGFBP4	1
IGFBP5	1
IGFBP6	1
IGFBP7	1
IGFBPL1	1
IGFL1	1
IGFL2	1
IGFL3	1
IGFL4	1
IGFLR1	1
IGFN1	1
IGHA1	1
IGHE	1
IGHG1	1
IGHG2	1
IGHG4	1
IGHMBP2	1
IGHV1OR21-1	1
IGHV4OR15-8	1
IGIP	1
IGJ	1
IGKC	1
IGKV3-11	1
IGKV3-20	1
IGKV4-1	1
IGKV5-2	1
IGLL1	1
IGLL5	1
IGLON5	1
IGSF1	1
IGSF10	1
IGSF11	1
IGSF21	1
IGSF23	1
IGSF3	1
IGSF5	1
IGSF6	1
IGSF8	1
IGSF9	1
IGSF9B	1
IHH	1
IK	1
IKBIP	1
IKBKAP	1
IKBKB	1
IKBKE	1
IKBKG	1
IKZF1	1
IKZF2	1
IKZF3	1
IKZF4	1
IKZF5	1
IL10	1
IL10RA	1
IL10RB	1
IL11	1
IL11RA	1
IL12A	1
IL12B	1
IL12RB1	1
IL12RB2	1
IL13	1
IL13RA1	1
IL13RA2	1
IL15	1
IL15RA	1
IL16	1
IL17A	1
IL17B	1
IL17C	1
IL17D	1
IL17F	1
IL17RA	1
IL17RB	1
IL17RC	1
IL17RD	1
IL17RE	1
IL18	1
IL18BP	1
IL18R1	1
IL18RAP	1
IL19	1
IL1A	1
IL1B	1
IL1F10	1
IL1R1	1
IL1R2	1
IL1RAP	1
IL1RAPL1	1
IL1RAPL2	1
IL1RL1	1
IL1RL2	1
IL1RN	1
IL2	1
IL20	1
IL20RA	1
IL20RB	1
IL21	1
IL21R	1
IL22	1
IL22RA1	1
IL22RA2	1
IL23A	1
IL23R	1
IL24	1
IL25	1
IL26	1
IL27	1
IL27RA	1
IL2RA	1
IL2RB	1
IL2RG	1
IL3	1
IL31	1
IL31RA	1
IL32	1
IL33	1
IL34	1
IL36A	1
IL36B	1
IL36G	1
IL36RN	1
IL37	1
IL3RA	1
IL4	1
IL4I1	1
IL4R	1
IL5	1
IL5RA	1
IL6	1
IL6R	1
IL6ST	1
IL7	1
IL7R	1
IL8	1
IL9	1
IL9R	1
ILDR1	1
ILDR2	1
ILF2	1
ILF3	1
ILK	1
ILKAP	1
ILVBL	1
IMMP1L	1
IMMP2L	1
IMMT	1
IMP3	1
IMP4	1
IMPA1	1
IMPA2	1
IMPACT	1
IMPAD1	1
IMPDH1	1
IMPDH2	1
IMPG1	1
IMPG2	1
INA	1
INADL	1
INCA1	1
INCENP	1
INF2	1
ING1	1
ING2	1
ING3	1
ING4	1
ING5	1
INHA	1
INHBA	1
INHBB	1
INHBC	1
INHBE	1
INIP	1
INMT	1
INO80	1
INO80B	1
INO80C	1
INO80D	1
INO80E	1
INPP1	1
INPP4A	1
INPP4B	1
INPP5A	1
INPP5B	1
INPP5D	1
INPP5E	1
INPP5F	1
INPP5J	1
INPP5K	1
INPPL1	1
INS	1
INS-IGF2	1
INSC	1
INSIG1	1
INSIG2	1
INSL3	1
INSL4	1
INSL5	1
INSL6	1
INSM1	1
INSM2	1
INSR	1
INSRR	1
INTS1	1
INTS10	1
INTS12	1
INTS2	1
INTS3	1
INTS4	1
INTS5	1
INTS6	1
INTS7	1
INTS8	1
INTS9	1
INTU	1
INVS	1
IP6K1	1
IP6K2	1
IP6K3	1
IPCEF1	1
IPMK	1
IPO11	1
IPO13	1
IPO4	1
IPO5	1
IPO7	1
IPO8	1
IPO9	1
IPP	1
IPPK	1
